period_start,store_id,product_id,total_units_sold,total_revenue,avg_unit_price,avg_inventory_level
2020-01-31,2,1,632,38306.78,59.178709677419356,44.67741935483871
2020-01-31,2,2,590,34862.47,58.42580645161291,38.903225806451616
2020-01-31,2,3,599,37475.93,61.11677419354838,40.38709677419355
2020-01-31,2,4,649,36909.96,56.354193548387094,38.193548387096776
2020-01-31,2,5,628,31052.72,50.762903225806454,46.806451612903224
2020-01-31,2,6,607,32096.98,53.719032258064516,38.354838709677416
2020-01-31,2,7,607,28365.18,48.32677419354839,43.25806451612903
2020-01-31,2,8,631,37460.9,59.579354838709676,44.54838709677419
2020-01-31,2,9,589,28235.32,48.93129032258065,40.806451612903224
2020-01-31,2,10,601,29318.78,49.03709677419355,38.516129032258064
2020-01-31,2,11,584,31160.02,52.08290322580645,41.064516129032256
2020-01-31,2,12,666,34312.68,51.27258064516129,44.96774193548387
2020-01-31,2,13,643,33681.57,51.17387096774194,41.45161290322581
2020-01-31,2,14,598,33843.05,55.832580645161286,44.903225806451616
2020-01-31,2,15,605,29339.68,49.145483870967745,39.45161290322581
2020-01-31,2,16,598,29075.1,51.26806451612903,36.645161290322584
2020-01-31,2,17,611,31091.98,49.983225806451614,40.87096774193548
2020-01-31,2,18,614,33110.71,55.37129032258064,41.38709677419355
2020-01-31,2,19,623,31251.26,52.236774193548385,41.16129032258065
2020-01-31,2,20,602,31564.1,52.321290322580644,38.774193548387096
2020-01-31,2,21,651,34259.88,52.91548387096775,43.193548387096776
2020-01-31,2,22,633,32173.670000000002,51.80935483870967,47.516129032258064
2020-01-31,2,23,671,34083.74,51.748064516129034,48.58064516129032
2020-01-31,2,24,609,32742.59,52.60677419354838,38.25806451612903
2020-01-31,2,25,638,37786.26,58.986451612903224,45.806451612903224
2020-01-31,2,26,642,28379.87,45.37483870967741,48.03225806451613
2020-01-31,2,27,583,28147.25,48.27612903225806,42.67741935483871
2020-01-31,2,28,596,31205.39,49.556774193548385,40.58064516129032
2020-01-31,2,29,608,32267.85,52.495483870967746,38.096774193548384
2020-01-31,2,30,554,33491.020000000004,61.208064516129035,41.41935483870968
2020-01-31,2,31,598,29761.82,51.70709677419355,41.67741935483871
2020-01-31,2,32,576,27170.96,48.09193548387096,40.516129032258064
2020-01-31,2,33,616,34364.97,58.122580645161285,43.61290322580645
2020-01-31,2,34,646,37572.94,56.43032258064516,41.83870967741935
2020-01-31,2,35,641,33754.77,51.718709677419355,44.61290322580645
2020-01-31,2,36,577,35261.86,59.262258064516125,37.54838709677419
2020-01-31,2,37,627,37353.31,59.730645161290326,36.74193548387097
2020-01-31,2,38,649,32569.43,49.817741935483866,44.25806451612903
2020-01-31,2,39,595,32671.05,53.86838709677419,46.064516129032256
2020-01-31,2,40,585,26518.99,45.78741935483871,40.41935483870968
2020-01-31,2,41,606,33531.69,57.86677419354838,39.29032258064516
2020-01-31,2,42,620,28787.81,49.08838709677419,44.225806451612904
2020-01-31,2,43,656,35328.25,54.561290322580646,45.87096774193548
2020-01-31,2,44,565,27282.670000000002,46.884516129032264,40.774193548387096
2020-01-31,2,45,605,31896.57,51.12870967741936,37.41935483870968
2020-01-31,2,46,606,33448.38,53.59774193548387,42.87096774193548
2020-01-31,2,47,609,35631.81,60.05806451612903,44.645161290322584
2020-01-31,2,48,593,28351.27,48.52258064516129,43.74193548387097
2020-01-31,2,49,570,25455.12,45.690322580645166,44.45161290322581
2020-01-31,2,50,652,35160.67,54.95322580645161,42.225806451612904
2020-01-31,3,1,625,36957.46,59.65774193548388,43.806451612903224
2020-01-31,3,2,607,27565.9,46.95322580645161,40.54838709677419
2020-01-31,3,3,602,32935.409999999996,53.468709677419355,40.54838709677419
2020-01-31,3,4,632,34525.82,56.18,45.41935483870968
2020-01-31,3,5,636,34361.76,53.943548387096776,46.645161290322584
2020-01-31,3,6,587,27902.670000000002,47.11322580645161,44.354838709677416
2020-01-31,3,7,565,34552.93,60.181612903225805,41.225806451612904
2020-01-31,3,8,623,32222.48,48.86870967741935,39.03225806451613
2020-01-31,3,9,590,30268.02,52.54419354838709,40.83870967741935
2020-01-31,3,10,613,30226.510000000002,48.751612903225805,43.774193548387096
2020-01-31,3,11,572,32746.579999999998,55.48129032258065,39.806451612903224
2020-01-31,3,12,565,30680.48,51.64774193548387,41.70967741935484
2020-01-31,3,13,638,35983.44,56.03548387096774,44.54838709677419
2020-01-31,3,14,581,38323.61,66.34612903225806,36.70967741935484
2020-01-31,3,15,559,28226.7,50.81967741935484,32.645161290322584
2020-01-31,3,16,591,23799.11,40.957741935483874,42.32258064516129
2020-01-31,3,17,584,33061.9,56.59967741935483,41.483870967741936
2020-01-31,3,18,573,28242.61,48.37612903225807,42.806451612903224
2020-01-31,3,19,594,30868.22,51.75967741935484,41.41935483870968
2020-01-31,3,20,587,26883.09,45.54548387096774,40.806451612903224
2020-01-31,3,21,629,34294.42,55.3783870967742,45.0
2020-01-31,3,22,587,32167.83,54.16290322580645,39.96774193548387
2020-01-31,3,23,600,32391.16,54.33838709677419,44.903225806451616
2020-01-31,3,24,591,33944.46,58.48741935483871,49.16129032258065
2020-01-31,3,25,614,31096.77,53.05032258064516,39.74193548387097
2020-01-31,3,26,603,32125.56,52.487741935483875,48.41935483870968
2020-01-31,3,27,603,33048.7,53.700645161290325,41.0
2020-01-31,3,28,583,32280.57,55.43032258064517,41.67741935483871
2020-01-31,3,29,639,35928.01,56.74903225806452,48.483870967741936
2020-01-31,3,30,611,29868.53,48.29451612903226,38.0
2020-01-31,3,31,591,28682.87,48.869677419354836,43.54838709677419
2020-01-31,3,32,611,30282.97,50.16193548387097,46.645161290322584
2020-01-31,3,33,578,31017.39,54.34032258064516,41.83870967741935
2020-01-31,3,34,591,31433.32,52.73612903225806,40.74193548387097
2020-01-31,3,35,604,34234.29,56.70741935483871,42.903225806451616
2020-01-31,3,36,598,28322.62,46.04419354838709,42.774193548387096
2020-01-31,3,37,595,32119.51,52.09935483870967,40.41935483870968
2020-01-31,3,38,608,33553.79,54.77741935483871,42.16129032258065
2020-01-31,3,39,639,34198.98,53.092580645161284,39.483870967741936
2020-01-31,3,40,600,29483.16,48.005806451612905,43.516129032258064
2020-01-31,3,41,598,34818.78,58.244516129032256,34.58064516129032
2020-01-31,3,42,568,32175.75,55.479032258064514,40.87096774193548
2020-01-31,3,43,633,28806.51,49.104838709677416,37.61290322580645
2020-01-31,3,44,613,34252.99,57.406774193548394,41.38709677419355
2020-01-31,3,45,591,33561.77,57.06935483870968,35.774193548387096
2020-01-31,3,46,599,34355.37,56.346774193548384,40.483870967741936
2020-01-31,3,47,589,30618.07,52.52612903225806,38.29032258064516
2020-01-31,3,48,602,28473.309999999998,45.36387096774193,40.12903225806452
2020-01-31,3,49,579,25873.95,44.30483870967742,40.645161290322584
2020-01-31,3,50,543,31393.47,56.79258064516129,45.935483870967744
2020-01-31,4,1,610,33276.44,55.50096774193548,41.38709677419355
2020-01-31,4,2,599,29348.71,49.19741935483871,42.29032258064516
2020-01-31,4,3,616,31465.44,49.84032258064516,50.96774193548387
2020-01-31,4,4,635,35392.47,54.86774193548387,42.96774193548387
2020-01-31,4,5,632,33887.59,53.81870967741935,40.774193548387096
2020-01-31,4,6,666,32760.53,49.37870967741936,40.83870967741935
2020-01-31,4,7,599,32302.72,52.12483870967741,39.54838709677419
2020-01-31,4,8,631,27219.170000000002,44.994193548387095,45.83870967741935
2020-01-31,4,9,649,32693.010000000002,49.92709677419355,45.806451612903224
2020-01-31,4,10,609,30789.38,48.17580645161291,43.225806451612904
2020-01-31,4,11,637,34043.38,53.181935483870966,40.03225806451613
2020-01-31,4,12,629,32396.04,49.27548387096774,43.70967741935484
2020-01-31,4,13,636,30100.98,45.93677419354839,39.61290322580645
2020-01-31,4,14,595,31693.77,53.611935483870965,43.29032258064516
2020-01-31,4,15,646,27672.46,42.97548387096774,38.935483870967744
2020-01-31,4,16,629,31060.39,49.388387096774196,42.45161290322581
2020-01-31,4,17,663,35357.58,52.06548387096774,46.806451612903224
2020-01-31,4,18,585,30101.66,50.9858064516129,42.41935483870968
2020-01-31,4,19,638,35587.66,56.68096774193548,43.806451612903224
2020-01-31,4,20,608,31484.94,51.93645161290323,49.0
2020-01-31,4,21,646,30635.31,47.29806451612903,40.45161290322581
2020-01-31,4,22,656,38937.159999999996,59.26483870967742,41.67741935483871
2020-01-31,4,23,617,34217.26,56.39645161290323,42.03225806451613
2020-01-31,4,24,605,27441.25,44.101612903225806,45.064516129032256
2020-01-31,4,25,636,32033.93,52.261935483870964,46.483870967741936
2020-01-31,4,26,617,34282.23,55.10935483870968,42.32258064516129
2020-01-31,4,27,643,35007.42,53.48741935483871,39.483870967741936
2020-01-31,4,28,699,34087.99,49.28774193548387,43.41935483870968
2020-01-31,4,29,630,34382.33,53.78774193548387,45.03225806451613
2020-01-31,4,30,641,32798.1,54.350645161290316,45.645161290322584
2020-01-31,4,31,602,37757.96,61.05741935483871,39.38709677419355
2020-01-31,4,32,628,31014.13,50.86741935483871,47.064516129032256
2020-01-31,4,33,615,42074.5,67.3474193548387,44.38709677419355
2020-01-31,4,34,634,35303.29,54.50322580645161,48.483870967741936
2020-01-31,4,35,639,32746.49,51.79451612903226,40.935483870967744
2020-01-31,4,36,620,31700.41,51.560322580645156,43.806451612903224
2020-01-31,4,37,663,37868.75,57.398709677419355,45.225806451612904
2020-01-31,4,38,613,40727.37,64.99741935483871,46.774193548387096
2020-01-31,4,39,658,34240.92,51.41677419354839,43.25806451612903
2020-01-31,4,40,604,36044.14,60.70322580645161,45.12903225806452
2020-01-31,4,41,667,37195.79,57.68451612903226,49.645161290322584
2020-01-31,4,42,626,31390.36,51.75322580645161,39.774193548387096
2020-01-31,4,43,613,34758.04,57.07322580645161,51.935483870967744
2020-01-31,4,44,617,31179.61,50.817419354838705,44.67741935483871
2020-01-31,4,45,605,35164.33,57.777741935483874,37.354838709677416
2020-01-31,4,46,578,30248.47,53.314193548387095,43.87096774193548
2020-01-31,4,47,643,31369.66,49.34064516129032,46.38709677419355
2020-01-31,4,48,646,38436.89,58.641935483870974,45.67741935483871
2020-01-31,4,49,648,32407.73,51.060645161290324,43.61290322580645
2020-01-31,4,50,627,28987.989999999998,45.92193548387097,43.87096774193548
2020-01-31,5,1,614,31092.69,52.016774193548386,42.25806451612903
2020-01-31,5,2,578,27591.97,49.70258064516129,40.83870967741935
2020-01-31,5,3,581,25754.780000000002,45.38741935483871,40.45161290322581
2020-01-31,5,4,568,27956.43,47.38129032258065,42.38709677419355
2020-01-31,5,5,600,33976.6,53.7658064516129,42.74193548387097
2020-01-31,5,6,539,31428.87,58.36,43.83870967741935
2020-01-31,5,7,576,27473.26,50.72,44.645161290322584
2020-01-31,5,8,609,32166.52,50.94741935483871,42.935483870967744
2020-01-31,5,9,589,29941.57,50.17612903225807,43.83870967741935
2020-01-31,5,10,559,23252.13,41.2758064516129,38.87096774193548
2020-01-31,5,11,597,32816.43,55.98548387096774,38.16129032258065
2020-01-31,5,12,589,32420.71,55.310967741935485,36.16129032258065
2020-01-31,5,13,576,29036.46,53.07645161290323,45.03225806451613
2020-01-31,5,14,604,25075.6,42.541935483870965,37.935483870967744
2020-01-31,5,15,589,30531.39,51.39806451612903,40.96774193548387
2020-01-31,5,16,572,30680.94,53.93709677419355,42.03225806451613
2020-01-31,5,17,601,32302.88,52.99967741935484,42.87096774193548
2020-01-31,5,18,557,26820.26,46.27935483870968,40.193548387096776
2020-01-31,5,19,617,29609.690000000002,45.06193548387097,38.12903225806452
2020-01-31,5,20,571,29279.45,51.281612903225806,42.806451612903224
2020-01-31,5,21,591,30348.69,52.65225806451613,42.354838709677416
2020-01-31,5,22,617,34362.75,55.2458064516129,38.83870967741935
2020-01-31,5,23,592,28289.28,48.192903225806454,44.225806451612904
2020-01-31,5,24,615,30976.61,49.29774193548387,39.16129032258065
2020-01-31,5,25,623,27649.45,43.5541935483871,37.87096774193548
2020-01-31,5,26,547,27557.989999999998,50.372258064516124,37.645161290322584
2020-01-31,5,27,577,37258.8,62.813870967741934,39.54838709677419
2020-01-31,5,28,633,34822.5,53.04322580645161,40.354838709677416
2020-01-31,5,29,558,30486.38,56.36322580645161,40.03225806451613
2020-01-31,5,30,545,29007.940000000002,53.715806451612906,40.45161290322581
2020-01-31,5,31,612,32158.66,54.599999999999994,43.61290322580645
2020-01-31,5,32,572,34605.41,59.318064516129034,42.54838709677419
2020-01-31,5,33,592,29666.34,49.4458064516129,40.516129032258064
2020-01-31,5,34,578,28343.65,47.73064516129032,44.96774193548387
2020-01-31,5,35,599,33373.35,56.50032258064516,35.903225806451616
2020-01-31,5,36,611,25472.19,42.34451612903226,43.516129032258064
2020-01-31,5,37,615,35996.07,58.77483870967742,43.516129032258064
2020-01-31,5,38,584,30542.47,49.50709677419355,38.0
2020-01-31,5,39,588,42246.92,70.12161290322581,44.25806451612903
2020-01-31,5,40,592,23255.89,41.18032258064516,44.25806451612903
2020-01-31,5,41,567,26631.79,47.26096774193548,38.064516129032256
2020-01-31,5,42,595,34505.94,57.61645161290322,43.903225806451616
2020-01-31,5,43,561,29839.28,53.18741935483871,38.74193548387097
2020-01-31,5,44,592,34156.27,58.13677419354839,40.67741935483871
2020-01-31,5,45,582,36751.909999999996,60.718387096774194,43.225806451612904
2020-01-31,5,46,599,28148.31,46.663870967741936,41.61290322580645
2020-01-31,5,47,541,36150.99,66.68741935483871,45.70967741935484
2020-01-31,5,48,605,28618.5,46.86290322580645,37.67741935483871
2020-01-31,5,49,626,29971.56,49.08032258064516,41.096774193548384
2020-01-31,5,50,565,33660.12,57.560322580645156,42.16129032258065
2020-01-31,6,1,619,30481.94,51.00096774193548,41.61290322580645
2020-01-31,6,2,645,39528.86,59.31645161290322,44.645161290322584
2020-01-31,6,3,616,36443.58,58.905806451612904,44.83870967741935
2020-01-31,6,4,659,36978.37,58.21193548387097,41.12903225806452
2020-01-31,6,5,658,33106.77,51.99548387096774,46.354838709677416
2020-01-31,6,6,616,30184.22,49.60612903225806,41.774193548387096
2020-01-31,6,7,587,34074.88,57.28645161290322,42.03225806451613
2020-01-31,6,8,623,27260.74,43.8558064516129,44.61290322580645
2020-01-31,6,9,622,34655.94,57.678709677419356,39.12903225806452
2020-01-31,6,10,650,29848.39,47.961290322580645,47.12903225806452
2020-01-31,6,11,623,34634.25,54.534838709677416,42.516129032258064
2020-01-31,6,12,673,38940.84,58.54838709677419,43.516129032258064
2020-01-31,6,13,634,34538.3,54.99322580645161,45.12903225806452
2020-01-31,6,14,639,30308.85,47.865483870967736,39.54838709677419
2020-01-31,6,15,657,33042.22,49.634838709677425,44.516129032258064
2020-01-31,6,16,651,30585.27,46.31548387096774,43.16129032258065
2020-01-31,6,17,654,33714.75,50.42451612903226,42.61290322580645
2020-01-31,6,18,604,35530.19,57.077741935483864,41.87096774193548
2020-01-31,6,19,625,29826.43,46.46483870967742,40.064516129032256
2020-01-31,6,20,616,38444.53,62.35258064516129,41.483870967741936
2020-01-31,6,21,620,27197.85,44.63225806451613,40.193548387096776
2020-01-31,6,22,651,30197.03,47.086451612903225,44.935483870967744
2020-01-31,6,23,628,27632.47,42.400000000000006,44.54838709677419
2020-01-31,6,24,642,35965.86,54.615161290322575,42.83870967741935
2020-01-31,6,25,596,36923.78,60.10258064516129,38.935483870967744
2020-01-31,6,26,643,32420.59,51.81838709677419,41.41935483870968
2020-01-31,6,27,624,34230.6,53.108064516129026,40.25806451612903
2020-01-31,6,28,567,28822.34,51.13354838709678,40.70967741935484
2020-01-31,6,29,625,29193.04,47.707741935483874,37.83870967741935
2020-01-31,6,30,599,33299.36,52.998387096774195,48.54838709677419
2020-01-31,6,31,633,33996.16,53.21,37.74193548387097
2020-01-31,6,32,620,35379.479999999996,57.84032258064516,41.54838709677419
2020-01-31,6,33,576,30293.08,52.90354838709678,43.61290322580645
2020-01-31,6,34,611,33972.33,55.892258064516135,41.58064516129032
2020-01-31,6,35,600,34538.58,57.94387096774194,37.12903225806452
2020-01-31,6,36,611,27447.22,45.160000000000004,42.064516129032256
2020-01-31,6,37,634,39457.25,60.903225806451616,42.74193548387097
2020-01-31,6,38,617,33994.05,55.44516129032258,42.935483870967744
2020-01-31,6,39,620,26865.65,44.75322580645161,46.935483870967744
2020-01-31,6,40,611,26649.06,43.3058064516129,40.064516129032256
2020-01-31,6,41,613,33925.56,57.49741935483871,40.70967741935484
2020-01-31,6,42,622,26910.36,42.37387096774193,43.54838709677419
2020-01-31,6,43,680,34535.18,49.4841935483871,41.193548387096776
2020-01-31,6,44,659,33199.06,50.564516129032256,41.32258064516129
2020-01-31,6,45,663,30287.37,44.387741935483874,39.935483870967744
2020-01-31,6,46,613,34923.67,57.49709677419355,43.67741935483871
2020-01-31,6,47,626,33194.06,54.299354838709675,46.58064516129032
2020-01-31,6,48,623,33415.24,53.11354838709677,44.83870967741935
2020-01-31,6,49,622,32334.75,51.08451612903225,45.29032258064516
2020-01-31,6,50,669,35742.25,52.94935483870968,45.16129032258065
2020-01-31,7,1,616,32291.03,52.79677419354839,43.935483870967744
2020-01-31,7,2,610,29497.16,49.45709677419355,46.806451612903224
2020-01-31,7,3,687,32194.22,46.62322580645161,46.03225806451613
2020-01-31,7,4,631,31261.05,49.32548387096774,45.0
2020-01-31,7,5,662,37587.46,55.71354838709677,45.74193548387097
2020-01-31,7,6,645,36319.19,57.748387096774195,44.774193548387096
2020-01-31,7,7,587,27640.55,46.534838709677416,44.25806451612903
2020-01-31,7,8,618,31719.06,51.47354838709678,44.58064516129032
2020-01-31,7,9,640,32188.5,51.24032258064516,43.87096774193548
2020-01-31,7,10,672,36002.4,53.817419354838705,42.83870967741935
2020-01-31,7,11,639,32926.04,50.76709677419355,36.87096774193548
2020-01-31,7,12,627,35434.3,55.46258064516129,44.83870967741935
2020-01-31,7,13,645,32814.57,51.42354838709678,46.54838709677419
2020-01-31,7,14,625,30962.079999999998,51.11419354838709,40.064516129032256
2020-01-31,7,15,576,32974.05,58.4083870967742,43.41935483870968
2020-01-31,7,16,631,33032.11,50.36774193548387,43.193548387096776
2020-01-31,7,17,579,27151.51,47.67774193548387,38.645161290322584
2020-01-31,7,18,638,31674.81,48.84483870967742,42.645161290322584
2020-01-31,7,19,618,34303.21,54.53,43.0
2020-01-31,7,20,657,33882.27,50.72870967741935,43.645161290322584
2020-01-31,7,21,686,34408.75,50.40516129032258,39.38709677419355
2020-01-31,7,22,634,31413.04,51.384838709677425,41.41935483870968
2020-01-31,7,23,616,29569.35,48.64967741935484,38.38709677419355
2020-01-31,7,24,629,27884.32,43.14709677419355,43.12903225806452
2020-01-31,7,25,603,32491.71,53.16516129032258,42.03225806451613
2020-01-31,7,26,585,29159.09,48.83741935483871,33.29032258064516
2020-01-31,7,27,610,33974.38,56.66870967741936,42.03225806451613
2020-01-31,7,28,583,30056.97,51.2,39.70967741935484
2020-01-31,7,29,656,35031.299999999996,52.917419354838714,45.354838709677416
2020-01-31,7,30,621,35017.0,57.524193548387096,38.32258064516129
2020-01-31,7,31,658,39218.5,59.458387096774196,44.16129032258065
2020-01-31,7,32,628,29531.43,49.49290322580645,45.74193548387097
2020-01-31,7,33,601,29436.03,46.73870967741936,44.645161290322584
2020-01-31,7,34,627,32034.51,51.597096774193545,37.064516129032256
2020-01-31,7,35,622,33968.79,54.32806451612903,38.096774193548384
2020-01-31,7,36,585,31120.54,52.78064516129032,36.61290322580645
2020-01-31,7,37,623,32225.73,51.75741935483871,42.29032258064516
2020-01-31,7,38,622,34506.61,54.41580645161291,39.774193548387096
2020-01-31,7,39,623,32902.65,52.89741935483871,48.516129032258064
2020-01-31,7,40,619,27463.88,42.43387096774194,41.41935483870968
2020-01-31,7,41,613,31640.41,52.824516129032254,41.774193548387096
2020-01-31,7,42,574,35059.63,60.622258064516124,40.774193548387096
2020-01-31,7,43,620,28028.309999999998,46.36064516129032,34.87096774193548
2020-01-31,7,44,648,32673.18,51.39677419354839,43.774193548387096
2020-01-31,7,45,602,31528.01,51.862258064516126,42.193548387096776
2020-01-31,7,46,620,29617.28,47.668064516129036,39.61290322580645
2020-01-31,7,47,583,29892.71,50.88290322580646,46.25806451612903
2020-01-31,7,48,625,32498.22,53.645806451612906,38.516129032258064
2020-01-31,7,49,639,35895.89,56.66451612903226,42.70967741935484
2020-01-31,7,50,612,34458.81,56.809677419354834,40.645161290322584
2020-01-31,8,1,568,32083.7,56.14741935483871,46.74193548387097
2020-01-31,8,2,547,32511.04,59.39064516129032,39.96774193548387
2020-01-31,8,3,607,30045.05,49.563870967741934,42.16129032258065
2020-01-31,8,4,563,27134.22,51.222258064516126,37.38709677419355
2020-01-31,8,5,583,28737.46,50.10032258064516,44.16129032258065
2020-01-31,8,6,555,30276.76,56.799032258064514,41.96774193548387
2020-01-31,8,7,557,26819.2,47.163870967741936,40.25806451612903
2020-01-31,8,8,598,36303.41,60.30935483870967,37.096774193548384
2020-01-31,8,9,621,34514.09,54.35193548387097,40.29032258064516
2020-01-31,8,10,549,27984.87,51.20161290322581,43.25806451612903
2020-01-31,8,11,617,38206.79,60.497096774193544,43.16129032258065
2020-01-31,8,12,558,30182.44,52.38322580645161,41.54838709677419
2020-01-31,8,13,600,27883.03,46.98548387096774,35.354838709677416
2020-01-31,8,14,580,33856.45,56.7658064516129,44.645161290322584
2020-01-31,8,15,620,30486.71,47.73483870967742,46.83870967741935
2020-01-31,8,16,610,28423.14,46.255483870967744,41.516129032258064
2020-01-31,8,17,604,31488.06,52.847419354838706,43.774193548387096
2020-01-31,8,18,604,32044.25,53.67580645161291,41.903225806451616
2020-01-31,8,19,575,33549.88,56.91483870967742,38.61290322580645
2020-01-31,8,20,567,29078.09,50.906451612903226,36.12903225806452
2020-01-31,8,21,596,34497.78,58.067741935483866,42.354838709677416
2020-01-31,8,22,625,33551.52,53.98193548387097,39.903225806451616
2020-01-31,8,23,578,32103.77,54.65225806451613,31.70967741935484
2020-01-31,8,24,594,30300.67,51.42967741935484,38.645161290322584
2020-01-31,8,25,630,25969.46,41.07225806451613,41.903225806451616
2020-01-31,8,26,600,29631.12,51.391935483870974,45.03225806451613
2020-01-31,8,27,576,26954.48,47.20870967741936,41.16129032258065
2020-01-31,8,28,592,32751.48,56.11709677419355,43.645161290322584
2020-01-31,8,29,594,27757.56,45.872258064516124,40.225806451612904
2020-01-31,8,30,584,28921.53,49.97967741935484,39.12903225806452
2020-01-31,8,31,625,26453.89,42.9458064516129,43.16129032258065
2020-01-31,8,32,632,35442.83,55.574838709677415,45.806451612903224
2020-01-31,8,33,607,32419.98,53.706774193548384,41.354838709677416
2020-01-31,8,34,581,33915.73,56.560322580645156,47.0
2020-01-31,8,35,581,30464.29,52.60129032258064,43.354838709677416
2020-01-31,8,36,636,37361.119999999995,57.69161290322581,44.193548387096776
2020-01-31,8,37,638,37108.07,58.670967741935485,43.225806451612904
2020-01-31,8,38,569,22886.19,42.62967741935484,38.87096774193548
2020-01-31,8,39,604,34960.52,57.37064516129032,42.12903225806452
2020-01-31,8,40,612,26167.41,44.17645161290323,42.12903225806452
2020-01-31,8,41,606,30550.48,51.953548387096774,38.903225806451616
2020-01-31,8,42,605,32682.969999999998,54.809677419354834,43.193548387096776
2020-01-31,8,43,614,34120.05,53.76741935483871,46.935483870967744
2020-01-31,8,44,634,38423.44,59.89677419354839,46.38709677419355
2020-01-31,8,45,622,34585.98,55.883870967741935,43.0
2020-01-31,8,46,572,24487.16,43.52161290322581,43.225806451612904
2020-01-31,8,47,578,33100.91,58.60322580645161,36.645161290322584
2020-01-31,8,48,547,26389.66,47.46032258064516,34.41935483870968
2020-01-31,8,49,584,32655.49,55.935483870967744,42.61290322580645
2020-01-31,8,50,582,32041.52,54.13354838709677,43.96774193548387
2020-01-31,9,1,658,33794.95,50.77290322580645,45.354838709677416
2020-01-31,9,2,615,32796.66,50.71290322580645,40.806451612903224
2020-01-31,9,3,683,27466.190000000002,38.38161290322581,39.064516129032256
2020-01-31,9,4,646,38209.07,59.95870967741936,42.516129032258064
2020-01-31,9,5,671,34073.15,50.18838709677419,43.516129032258064
2020-01-31,9,6,611,31955.0,50.777096774193545,39.83870967741935
2020-01-31,9,7,636,35127.71,52.663870967741936,41.645161290322584
2020-01-31,9,8,630,37656.89,58.12419354838709,44.935483870967744
2020-01-31,9,9,633,35123.67,52.38161290322581,36.12903225806452
