period_start,product_id,total_units_sold,total_revenue,avg_unit_price,avg_inventory_level
2020-01-31,48,6186,321938.08,51.37641935483871,42.438709677419354
2020-01-31,49,6148,322075.65,52.540193548387094,43.42258064516129
2020-01-31,50,6056,320179.79,53.12051612903226,42.14193548387097
2020-02-29,1,6411,343932.44,53.4178275862069,44.675862068965515
2020-02-29,2,6480,354792.39,54.248000000000005,45.41379310344827
2020-02-29,3,6317,351721.87,55.56413793103449,44.66206896551724
2020-02-29,4,6387,345830.05,54.58610344827586,44.41724137931034
2020-02-29,5,6403,331973.14,52.19906896551724,43.87586206896552
2020-02-29,6,6280,325483.15,51.30841379310344,43.05862068965517
2020-02-29,7,6499,340818.73,52.244241379310346,44.62068965517241
2020-02-29,8,6461,333740.58999999997,51.636137931034476,45.02758620689655
2020-02-29,9,6353,332035.4,52.440999999999995,45.45517241379311
2020-02-29,10,6440,342009.78,53.75051724137931,45.40689655172414
2020-02-29,11,6537,331410.95,50.43310344827586,45.779310344827586
2020-02-29,12,6402,329798.25,51.36237931034483,44.52413793103448
2020-02-29,13,6523,328686.77,50.516000000000005,46.45172413793104
2020-02-29,14,6336,364321.01,56.03851724137932,44.90689655172414
2020-02-29,15,6451,327834.49,50.98441379310345,44.36896551724138
2020-02-29,16,6281,341279.86,53.79189655172414,43.50344827586207
2020-02-29,17,6499,349588.07,53.486000000000004,45.47931034482759
2020-02-29,18,6439,324072.11,50.535586206896554,44.26551724137931
2020-02-29,19,6443,334290.88,52.06672413793103,45.28965517241379
2020-02-29,20,6646,332666.07,50.06748275862069,45.668965517241375
2020-02-29,21,6492,352568.03,54.44796551724138,45.03103448275862
2020-02-29,22,6540,344433.74,52.23817241379311,45.41724137931034
2020-02-29,23,6436,327306.54,51.48558620689655,45.35862068965517
2020-02-29,24,6410,334576.34,52.552862068965524,45.48620689655172
2020-02-29,25,6434,344399.31,53.48879310344828,44.782758620689656
2020-02-29,26,6430,331766.18,51.39806896551725,44.87931034482759
2020-02-29,27,6374,354446.61,55.42075862068966,44.813793103448276
2020-02-29,28,6421,306929.95,48.26368965517241,41.837931034482764
2020-02-29,29,6441,321547.0,50.147413793103446,46.186206896551724
2020-02-29,30,6543,334683.97,50.950034482758625,43.71034482758621
2020-02-29,31,6338,325917.09,51.22262068965517,45.76206896551724
2020-02-29,32,6415,341220.94,53.133655172413796,45.52758620689655
2020-02-29,33,6496,347121.23,53.10613793103448,45.71379310344828
2020-02-29,34,6550,342032.19,52.03520689655172,44.313793103448276
2020-02-29,35,6590,353911.12,53.62641379310345,46.79655172413793
2020-02-29,36,6465,349474.07,54.26848275862069,44.10689655172414
2020-02-29,37,6572,336323.19,51.93344827586206,45.258620689655174
2020-02-29,38,6255,315942.98,50.59041379310345,46.13103448275862
2020-02-29,39,6405,330833.17,52.01368965517241,44.38965517241379
2020-02-29,40,6428,329286.06,51.106448275862064,45.44137931034483
2020-02-29,41,6474,345864.53,54.060655172413796,45.93448275862069
2020-02-29,42,6479,345131.46,53.24555172413793,45.44137931034483
2020-02-29,43,6437,332268.07,51.248724137931035,43.89655172413793
2020-02-29,44,6363,323921.39,51.55427586206897,44.713793103448275
2020-02-29,45,6390,339775.97,53.0566551724138,43.689655172413794
2020-02-29,46,6421,332893.4,51.36937931034483,46.19310344827586
2020-02-29,47,6453,336546.96,51.997,45.855172413793106
2020-02-29,48,6466,340178.26,52.59434482758621,45.02068965517241
2020-02-29,49,6237,330550.03,53.191931034482764,44.99655172413793
2020-02-29,50,6320,344104.95,54.293241379310345,45.19310344827586
2020-03-31,1,7178,396616.31,54.54696774193549,45.11290322580645
2020-03-31,2,7196,388434.85,53.60922580645162,47.31935483870968
2020-03-31,3,7240,368900.36,50.898548387096774,45.13548387096775
2020-03-31,4,7319,368134.48,50.02951612903226,46.68064516129032
2020-03-31,5,7213,368358.28,51.535322580645165,46.193548387096776
2020-03-31,6,7245,389206.67,53.486612903225804,44.7
2020-03-31,7,7179,385363.12,53.44841935483871,46.0
2020-03-31,8,7437,385327.48,52.034129032258065,47.383870967741935
2020-03-31,9,7279,366705.69,50.520419354838715,46.40322580645161
2020-03-31,10,7388,396248.34,54.0461935483871,46.93225806451613
2020-03-31,11,7320,378325.19,51.983645161290326,47.95483870967742
2020-03-31,12,7299,394258.81,54.376548387096776,45.538709677419355
2020-03-31,13,7208,365863.49,50.63945161290322,46.99354838709677
2020-03-31,14,7128,383481.18,53.49393548387096,46.47096774193548
2020-03-31,15,7263,393142.42,53.76438709677419,44.63548387096775
2020-03-31,16,7264,372418.18,51.403612903225806,46.58709677419355
2020-03-31,17,7217,365583.58999999997,50.285161290322584,46.95483870967742
2020-03-31,18,7318,392069.76,52.87980645161291,45.91935483870968
2020-03-31,19,7256,379336.25,52.834967741935486,47.196774193548386
2020-03-31,20,7351,391386.16000000003,52.467354838709674,47.03225806451613
2020-03-31,21,7247,389177.85,54.26512903225806,45.564516129032256
2020-03-31,22,7122,361891.68,51.25190322580645,47.31935483870968
2020-03-31,23,7369,403772.14,55.19806451612904,46.29354838709678
2020-03-31,24,7050,376873.17,53.55158064516129,44.86129032258064
2020-03-31,25,7383,374885.82,50.654322580645164,46.16451612903226
2020-03-31,26,7131,385385.59,53.881096774193544,45.6258064516129
2020-03-31,27,7325,392118.4,53.407580645161296,46.24516129032258
2020-03-31,28,7247,382767.38,52.559483870967746,47.829032258064515
2020-03-31,29,7269,371169.17,50.79870967741935,46.42258064516129
2020-03-31,30,7323,389430.42,53.71083870967742,46.73870967741935
2020-03-31,31,7317,381020.11,52.888451612903225,46.55483870967741
2020-03-31,32,7135,376024.08,53.32180645161291,43.93225806451613
2020-03-31,33,7180,377478.68,52.54680645161291,45.79677419354839
2020-03-31,34,7262,363031.95,49.75041935483871,45.44516129032258
2020-03-31,35,7237,387358.71,54.016580645161284,45.967741935483865
2020-03-31,36,7174,377663.31,52.847580645161294,47.30322580645161
2020-03-31,37,7314,382734.49,52.56674193548387,46.33870967741935
2020-03-31,38,7202,384843.4,53.3256129032258,45.71612903225806
2020-03-31,39,7222,376615.33,51.93029032258064,47.08064516129032
2020-03-31,40,7315,370951.14,50.41058064516129,47.561290322580646
2020-03-31,41,7325,394667.19,54.552,45.751612903225805
2020-03-31,42,7064,381428.14,53.612258064516126,45.729032258064514
2020-03-31,43,7127,351007.94,49.40716129032258,45.23225806451613
2020-03-31,44,7395,388406.01,52.36003225806452,46.593548387096774
2020-03-31,45,7252,384674.18,53.42819354838709,46.274193548387096
2020-03-31,46,7253,382190.73,52.416774193548385,47.0258064516129
2020-03-31,47,7456,414249.19,55.986451612903224,48.40322580645161
2020-03-31,48,7192,369947.03,51.86906451612903,45.40322580645161
2020-03-31,49,7433,389832.3,52.94022580645161,47.90322580645161
2020-03-31,50,7240,393591.33,53.84848387096774,46.274193548387096
2020-04-30,1,7287,382805.67,52.157066666666665,48.67
2020-04-30,2,7107,377303.34,53.42606666666667,45.00666666666667
2020-04-30,3,7240,384310.39,53.39283333333333,47.39666666666666
2020-04-30,4,7303,370277.56,51.31833333333333,47.46333333333333
2020-04-30,5,7187,398920.22,55.161433333333335,45.64666666666666
2020-04-30,6,7300,398991.02,54.645066666666665,44.513333333333335
2020-04-30,7,7166,371867.05,51.85119999999999,46.76
2020-04-30,8,7345,386378.1,52.05976666666667,46.71666666666666
2020-04-30,9,7221,380560.79,52.76263333333334,45.55333333333333
2020-04-30,10,7216,391541.58,54.051633333333335,46.709999999999994
2020-04-30,11,7305,364147.2,49.61083333333333,47.82666666666667
2020-04-30,12,7327,374568.55,51.056,44.916666666666664
2020-04-30,13,7174,376806.18,52.21136666666666,45.1
2020-04-30,14,7276,386946.67,53.43346666666666,46.776666666666664
2020-04-30,15,7079,360558.39,50.4611,47.43333333333333
2020-04-30,16,7205,376353.64,52.45533333333333,46.019999999999996
2020-04-30,17,7234,362509.95999999996,50.77916666666666,48.10666666666667
2020-04-30,18,7132,370042.33999999997,51.8886,46.403333333333336
2020-04-30,19,7307,377726.39,51.666933333333326,47.29666666666667
2020-04-30,20,7255,337786.22,47.03626666666666,46.663333333333334
2020-04-30,21,7298,375654.35000000003,51.39576666666667,48.7
2020-04-30,22,7228,347729.21,47.53536666666666,48.36666666666667
2020-04-30,23,7209,379682.83999999997,52.80963333333333,45.123333333333335
2020-04-30,24,7338,381856.87,53.31946666666666,47.20333333333333
2020-04-30,25,7244,387335.71,53.4481,47.67333333333333
2020-04-30,26,7246,386752.4,53.897066666666674,45.54666666666667
2020-04-30,27,7217,376110.87,52.4233,46.82333333333334
2020-04-30,28,7329,392022.96,53.5018,46.943333333333335
2020-04-30,29,7211,384660.6,53.29066666666667,46.376666666666665
2020-04-30,30,7082,372574.01,52.52833333333333,46.82333333333333
2020-04-30,31,7199,370972.43,51.9689,45.44
2020-04-30,32,7258,386708.13,52.83103333333334,48.053333333333335
2020-04-30,33,7022,358866.25,51.612766666666666,46.85333333333333
2020-04-30,34,7169,381501.29,53.04356666666666,45.22
2020-04-30,35,7030,362224.8,51.82273333333334,44.60333333333333
2020-04-30,36,7302,389428.94,53.0431,47.93666666666666
2020-04-30,37,7155,407994.55,57.075900000000004,46.90333333333333
2020-04-30,38,7267,367000.19,50.652633333333334,46.11
2020-04-30,39,7236,389586.04,54.501599999999996,46.33333333333333
2020-04-30,40,7154,374198.91,52.508966666666666,46.57
2020-04-30,41,7158,347169.82,48.724000000000004,45.989999999999995
2020-04-30,42,7249,381876.65,52.1808,46.72666666666667
2020-04-30,43,7215,382372.22000000003,52.5376,45.18666666666667
2020-04-30,44,7284,398472.13,54.5373,49.64666666666666
2020-04-30,45,7164,372590.58999999997,52.236866666666664,46.58333333333333
2020-04-30,46,7240,379325.65,52.0689,46.67666666666666
2020-04-30,47,7288,377914.52,51.52696666666667,47.35666666666667
2020-04-30,48,7257,384303.18,53.0776,46.019999999999996
2020-04-30,49,7279,386588.15,53.52796666666667,45.64666666666666
2020-04-30,50,7126,375168.1,52.46486666666667,47.04333333333334
2020-05-31,1,7313,379325.39999999997,52.093161290322584,46.983870967741936
2020-05-31,2,7377,395482.06,53.45312903225806,46.24193548387096
2020-05-31,3,7324,362998.88,50.06635483870968,46.777419354838706
2020-05-31,4,7111,375967.27,52.67003225806452,47.49677419354839
2020-05-31,5,7265,393893.03,53.81829032258065,46.62903225806451
2020-05-31,6,7207,379408.07,52.65025806451613,46.25483870967742
2020-05-31,7,7232,384598.85,53.05051612903226,46.39032258064516
2020-05-31,8,7335,403623.21,54.90516129032259,46.00645161290323
2020-05-31,9,7397,382589.04000000004,52.28103225806451,47.12903225806451
2020-05-31,10,7397,386850.01,52.560967741935485,46.851612903225806
2020-05-31,11,7304,389888.41,53.84854838709678,47.9
2020-05-31,12,7352,365024.33999999997,49.73332258064516,44.980645161290326
2020-05-31,13,7331,394865.13,53.611709677419356,46.03225806451613
2020-05-31,14,7412,386031.45,51.55993548387097,46.829032258064515
2020-05-31,15,7263,390531.8,53.75548387096774,46.8741935483871
2020-05-31,16,7109,375722.64,51.63725806451613,47.13548387096775
2020-05-31,17,7165,375356.99,52.77877419354839,46.03225806451613
2020-05-31,18,7295,384180.83,52.58816129032258,45.32258064516129
2020-05-31,19,7331,366602.43,49.83229032258065,46.73548387096774
2020-05-31,20,7215,362835.51,50.321322580645166,43.983870967741936
2020-05-31,21,7381,375160.55,51.02145161290322,46.30967741935484
2020-05-31,22,7378,403137.29000000004,54.56167741935484,47.435483870967744
2020-05-31,23,7232,379404.69,52.815,45.79677419354839
2020-05-31,24,7202,369829.21,51.583387096774196,45.193548387096776
2020-05-31,25,7261,374921.2,51.61870967741936,45.21935483870968
2020-05-31,26,7403,405143.48,54.65467741935483,44.60645161290323
2020-05-31,27,7339,393899.17,53.46754838709677,47.38709677419355
2020-05-31,28,7249,382404.53,53.1938064516129,45.016129032258064
2020-05-31,29,7252,384970.89,52.97941935483872,46.57741935483871
2020-05-31,30,7258,390774.29,54.38090322580645,46.348387096774196
2020-05-31,31,7113,375423.44,52.84745161290323,45.064516129032256
2020-05-31,32,7172,394161.85,54.22512903225807,43.40322580645161
2020-05-31,33,7331,384024.14,52.48958064516129,47.00967741935484
2020-05-31,34,7360,386428.46,52.50725806451612,45.91290322580645
2020-05-31,35,7395,388941.71,51.8705806451613,47.516129032258064
2020-05-31,36,7352,393454.27,53.52070967741936,46.26129032258065
2020-05-31,37,7261,366226.03,50.17883870967742,46.019354838709674
2020-05-31,38,7470,388734.54,51.49590322580646,47.75806451612903
2020-05-31,39,7294,389506.53,53.417903225806455,46.15806451612903
2020-05-31,40,7402,391506.87,52.104258064516124,46.47096774193548
2020-05-31,41,7383,390528.67,52.80625806451612,47.39032258064516
2020-05-31,42,7302,392380.49,53.802451612903226,47.00322580645161
2020-05-31,43,7280,398457.35,54.50258064516129,47.58709677419355
2020-05-31,44,7341,374867.24,51.355419354838716,46.43225806451613
2020-05-31,45,7361,396783.2,54.09874193548387,46.77096774193548
2020-05-31,46,7180,388161.84,53.60861290322581,45.822580645161295
2020-05-31,47,7393,378789.12,50.801967741935485,45.75806451612903
2020-05-31,48,7521,394876.27,52.27870967741935,44.990322580645156
2020-05-31,49,7332,385514.03,52.359645161290324,47.31612903225806
2020-05-31,50,7459,388502.28,52.34741935483871,46.16451612903226
2020-06-30,1,6711,340430.98,50.952466666666666,46.519999999999996
2020-06-30,2,6625,330094.77,49.2923,44.86666666666666
2020-06-30,3,6580,347901.17,52.837833333333336,44.64999999999999
2020-06-30,4,6621,341057.58,51.603566666666666,42.54333333333333
2020-06-30,5,6705,345139.25,51.929933333333324,45.55
2020-06-30,6,6697,346552.0,51.005633333333336,45.97666666666667
2020-06-30,7,6694,336994.8,50.222833333333334,45.03333333333333
2020-06-30,8,6584,337513.52999999997,51.07783333333333,45.339999999999996
2020-06-30,9,6707,356437.37,52.69453333333333,45.95
2020-06-30,10,6621,348730.33999999997,52.393033333333335,44.276666666666664
2020-06-30,11,6410,342789.79,53.183733333333336,43.379999999999995
2020-06-30,12,6571,354963.2,53.58123333333333,44.39
2020-06-30,13,6622,347833.23,52.41363333333334,45.02333333333333
2020-06-30,14,6400,346045.58,53.63093333333334,42.75333333333333
2020-06-30,15,6670,363198.57,54.65463333333334,44.913333333333334
2020-06-30,16,6618,332505.88,50.42353333333333,44.51
2020-06-30,17,6600,350705.08999999997,52.5101,42.75
2020-06-30,18,6622,360501.19,54.27759999999999,46.25666666666667
2020-06-30,19,6610,334282.3,51.126466666666666,45.20333333333333
2020-06-30,20,6616,361089.88,54.934266666666666,44.89666666666667
2020-06-30,21,6631,352790.6,53.69473333333333,45.586666666666666
2020-06-30,22,6560,332726.54000000004,50.9699,42.739999999999995
2020-06-30,23,6572,372813.52,56.6625,46.84666666666667
2020-06-30,24,6638,339800.13,51.03693333333333,45.1
2020-06-30,25,6692,334740.97,50.167699999999996,45.39333333333333
2020-06-30,26,6541,346074.42,53.055600000000005,44.973333333333336
2020-06-30,27,6680,354308.6,52.96613333333333,45.32333333333334
2020-06-30,28,6643,352274.78,53.29833333333333,46.25
2020-06-30,29,6633,348589.07,52.9191,44.83
2020-06-30,30,6669,333575.15,50.459666666666664,46.410000000000004
2020-06-30,31,6618,362172.98,54.72346666666666,45.489999999999995
2020-06-30,32,6689,343836.49,51.0709,44.07666666666667
2020-06-30,33,6553,338685.57,52.33943333333333,45.483333333333334
2020-06-30,34,6645,341861.16,51.99906666666667,44.276666666666664
2020-06-30,35,6486,326847.58999999997,50.85026666666666,44.17666666666666
2020-06-30,36,6613,342110.46,51.88956666666667,46.32
2020-06-30,37,6706,356272.8,53.08993333333333,45.64333333333333
2020-06-30,38,6669,363176.24,54.36696666666667,45.973333333333336
2020-06-30,39,6777,362509.85,54.05246666666667,45.91666666666667
2020-06-30,40,6833,352139.95,51.91173333333334,45.53
2020-06-30,41,6609,347014.78,52.28726666666667,44.90333333333333
2020-06-30,42,6555,343388.45,51.911500000000004,44.480000000000004
2020-06-30,43,6665,339028.81,50.736599999999996,46.306666666666665
2020-06-30,44,6647,357560.26,54.6348,44.04333333333334
2020-06-30,45,6698,363448.13,54.723299999999995,44.21666666666666
2020-06-30,46,6621,329879.17,50.866166666666665,45.08
2020-06-30,47,6710,379805.44,56.678999999999995,45.11666666666666
2020-06-30,48,6634,354207.94,53.40463333333334,44.026666666666664
2020-06-30,49,6615,346330.32,52.51686666666667,43.769999999999996
2020-06-30,50,6471,336743.8,51.92606666666667,45.53333333333333
2020-07-31,1,6046,312363.33,51.70196774193548,42.20967741935483
2020-07-31,2,6210,313127.12,50.50790322580646,41.667741935483875
2020-07-31,3,6023,329287.2,55.36212903225807,42.19032258064516
2020-07-31,4,6223,312416.92,50.05048387096774,43.18064516129032
2020-07-31,5,6256,346576.17,55.30429032258064,43.848387096774196
2020-07-31,6,6189,326256.18,52.9351935483871,42.983870967741936
2020-07-31,7,6164,307250.15,50.49477419354839,42.42903225806452
2020-07-31,8,6149,321482.59,52.47841935483871,42.63225806451613
2020-07-31,9,6182,323342.98,52.273161290322584,42.18064516129032
2020-07-31,10,6202,316479.11,51.45035483870968,43.329032258064515
2020-07-31,11,6087,319311.82,52.656967741935475,43.619354838709675
2020-07-31,12,6242,338624.56,54.487870967741934,42.564516129032256
2020-07-31,13,6146,311686.29,51.48603225806452,42.66451612903226
2020-07-31,14,6139,320239.65,51.86970967741936,42.79032258064516
2020-07-31,15,6113,321978.56,52.668580645161285,41.538709677419355
2020-07-31,16,6060,316653.69,52.4101935483871,43.03225806451613
2020-07-31,17,6096,319180.48,52.28154838709678,43.86774193548387
2020-07-31,18,6108,311262.61,50.76609677419355,42.97096774193548
2020-07-31,19,6010,330105.22,54.182419354838714,41.60645161290323
2020-07-31,20,6191,318207.04000000004,51.39090322580645,42.277419354838706
2020-07-31,21,6089,314710.82,51.768483870967735,44.25483870967742
2020-07-31,22,6170,333761.0,53.864387096774195,42.87096774193548
2020-07-31,23,6040,317301.92,51.912,42.11290322580645
2020-07-31,24,6126,314521.83,51.31351612903226,42.36451612903225
2020-07-31,25,6224,330074.19,52.971419354838716,43.31612903225806
2020-07-31,26,6110,333481.04,54.050870967741936,42.66451612903226
2020-07-31,27,6172,331590.53,53.520967741935486,41.70967741935484
2020-07-31,28,6235,317765.8,51.32483870967742,43.34516129032258
2020-07-31,29,6068,334648.88,54.807,42.196774193548386
2020-07-31,30,6125,315425.76,51.002870967741934,41.96774193548387
2020-07-31,31,6079,297393.83999999997,50.101677419354836,44.12903225806452
2020-07-31,32,6092,314336.11,51.30009677419355,43.1
2020-07-31,33,6165,336175.78,54.40354838709677,42.68387096774194
2020-07-31,34,6067,309300.86,51.582741935483874,43.63870967741936
2020-07-31,35,6140,331027.06,53.932580645161295,42.63548387096775
2020-07-31,36,6090,325373.08,53.6391935483871,41.43225806451613
2020-07-31,37,6109,302102.55,49.61390322580645,42.91612903225806
2020-07-31,38,6305,335798.94,52.93345161290323,42.9
2020-07-31,39,6052,322806.06,53.33048387096774,44.06774193548387
2020-07-31,40,6178,321913.96,52.46635483870968,41.63870967741936
2020-07-31,41,6211,339548.96,54.55009677419355,42.28709677419355
2020-07-31,42,6163,327443.37,52.59190322580645,43.12903225806451
2020-07-31,43,6076,332899.16000000003,54.735838709677424,41.41290322580645
2020-07-31,44,6233,328334.13,52.725,42.961290322580645
2020-07-31,45,6196,324987.86,52.718806451612906,42.674193548387095
2020-07-31,46,6104,327062.63,53.77738709677419,42.035483870967745
2020-07-31,47,6089,304973.9,49.581870967741935,43.35806451612903
2020-07-31,48,6023,312333.37,51.82838709677419,42.964516129032255
2020-07-31,49,6121,323046.06,53.348225806451616,41.89677419354839
2020-07-31,50,6068,311967.76,51.02493548387097,42.91290322580645
2020-08-31,1,5661,285594.68,50.57706451612903,39.36774193548387
2020-08-31,2,5699,305325.01,53.34145161290322,39.729032258064514
2020-08-31,3,5664,289720.93,50.66729032258065,39.487096774193546
2020-08-31,4,5696,298704.05,52.895161290322584,41.35806451612903
2020-08-31,5,5541,285957.85,51.192032258064515,40.383870967741935
2020-08-31,6,5484,291793.64999999997,53.608096774193555,39.987096774193546
2020-08-31,7,5642,311588.92,55.181096774193556,40.722580645161294
2020-08-31,8,5611,287075.37,51.03561290322581,40.990322580645156
2020-08-31,9,5497,283361.08999999997,51.504999999999995,41.80322580645161
2020-08-31,10,5561,282546.36,51.21406451612903,40.035483870967745
2020-08-31,11,5549,283906.75,51.32277419354839,40.19032258064516
2020-08-31,12,5778,308460.0,53.331806451612906,41.70645161290322
2020-08-31,13,5549,286164.04,51.702354838709674,40.99354838709677
2020-08-31,14,5694,309669.33,54.67174193548387,42.65483870967742
2020-08-31,15,5595,299106.15,53.37558064516129,40.380645161290325
2020-08-31,16,5610,290164.22,51.55270967741935,41.79354838709678
2020-08-31,17,5599,280467.72,50.570129032258066,39.45161290322581
2020-08-31,18,5654,311198.78,55.17658064516129,41.487096774193546
2020-08-31,19,5749,303802.19,53.06,41.935483870967744
2020-08-31,20,5468,275674.1,50.70706451612903,39.825806451612905
2020-08-31,21,5607,308065.33,55.17677419354838,41.354838709677416
2020-08-31,22,5541,298954.8,54.17461290322581,40.509677419354844
2020-08-31,23,5649,294369.18,52.03622580645161,39.86774193548387
2020-08-31,24,5562,304046.39,55.250903225806454,40.883870967741935
2020-08-31,25,5780,315860.57,54.38641935483871,39.980645161290326
2020-08-31,26,5629,289429.23,51.51516129032258,41.71935483870968
2020-08-31,27,5628,298032.05,52.93625806451613,40.30322580645161
2020-08-31,28,5770,292098.36,50.733387096774194,41.222580645161294
2020-08-31,29,5539,289376.04,52.350096774193545,39.80967741935484
2020-08-31,30,5717,294204.24,51.73809677419355,41.59677419354839
2020-08-31,31,5503,270463.99,49.09374193548387,40.39677419354839
2020-08-31,32,5478,284391.08,52.287290322580645,38.935483870967744
2020-08-31,33,5637,301892.27999999997,53.32941935483872,39.93548387096774
2020-08-31,34,5516,304120.56,54.64929032258065,40.58387096774193
2020-08-31,35,5604,288485.6,51.36464516129032,41.18387096774193
2020-08-31,36,5671,300085.88,52.383645161290325,40.79677419354839
2020-08-31,37,5551,293233.32,53.02441935483871,41.70322580645161
2020-08-31,38,5518,293527.32,53.76283870967742,40.5741935483871
2020-08-31,39,5620,308482.64,54.25745161290323,40.79032258064516
2020-08-31,40,5697,293949.75,51.44687096774194,41.15806451612903
2020-08-31,41,5519,271860.45,49.136,39.964516129032255
2020-08-31,42,5565,289275.81,52.031967741935475,41.332258064516125
2020-08-31,43,5647,305325.31,54.45761290322581,40.619354838709675
2020-08-31,44,5582,297502.59,53.35796774193549,41.28064516129032
2020-08-31,45,5569,292999.21,53.07867741935483,41.777419354838706
2020-08-31,46,5555,275574.46,49.854225806451616,41.009677419354844
2020-08-31,47,5634,279037.25,48.97577419354839,41.70967741935483
2020-08-31,48,5566,304148.76,54.20922580645161,40.58387096774193
2020-08-31,49,5697,301088.24,52.41483870967742,40.74193548387097
2020-08-31,50,5618,306835.29000000004,54.44558064516129,40.28709677419355
2020-09-30,1,4943,268582.83999999997,54.775999999999996,38.99333333333333
2020-09-30,2,4957,255992.54,51.82176666666667,36.96
2020-09-30,3,4923,258082.57,52.46383333333333,38.15
2020-09-30,4,4819,249705.6,51.53496666666666,37.019999999999996
2020-09-30,5,5009,265610.52,52.7127,40.010000000000005
2020-09-30,6,4944,262754.49,53.268566666666665,40.67
2020-09-30,7,4921,253931.71,51.764633333333336,38.836666666666666
2020-09-30,8,4881,264624.83999999997,53.81683333333333,39.38333333333333
2020-09-30,9,5093,258440.01,51.0745,41.14333333333333
2020-09-30,10,5013,271697.35,53.71116666666667,39.08333333333333
2020-09-30,11,4905,251853.6,50.73786666666667,38.85
2020-09-30,12,4912,254227.71,51.562,39.92
2020-09-30,13,4958,251651.46,50.60033333333333,38.99666666666666
2020-09-30,14,5005,265072.46,52.553200000000004,38.88666666666667
2020-09-30,15,4813,237161.46,49.42403333333333,37.17333333333333
2020-09-30,16,4955,280615.84,56.0409,39.10666666666667
2020-09-30,17,4884,255176.76,51.893966666666664,38.806666666666665
2020-09-30,18,4945,267557.13,53.6121,37.79
2020-09-30,19,5044,270198.2,53.03183333333334,38.61
2020-09-30,20,5036,260140.8,51.62453333333333,38.806666666666665
2020-09-30,21,4855,249524.96,51.31746666666667,39.92
2020-09-30,22,4931,258078.81,52.53463333333333,38.27333333333333
2020-09-30,23,5028,258500.93,50.89256666666667,38.586666666666666
2020-09-30,24,4957,244084.63,49.462466666666664,40.25333333333333
2020-09-30,25,5018,258158.29,51.342999999999996,40.123333333333335
2020-09-30,26,4999,261890.03,52.36123333333334,38.60333333333333
